datetime,hour,weekday,dayOfMonth,month,year,total number of sessions,total minutes of parking,temperature,cloud_cover,pressure,windspeed,precipitation
2018-04-24 00:00:00,0,1,24,4,2018,0,0.0,24.0,30.0,985.82,19.0,0.0
2018-04-24 01:00:00,1,1,24,4,2018,0,0.0,25.0,30.0,985.49,17.0,0.0
2018-04-24 02:00:00,2,1,24,4,2018,0,0.0,20.0,30.0,985.82,15.0,0.0
2018-04-24 03:00:00,3,1,24,4,2018,0,0.0,17.0,29.0,986.48,17.0,0.0
2018-04-24 04:00:00,4,1,24,4,2018,0,0.0,16.0,29.0,987.14,9.0,0.0
2018-04-24 05:00:00,5,1,24,4,2018,0,0.0,16.0,29.0,987.47,9.0,0.0
2018-04-24 06:00:00,6,1,24,4,2018,0,0.0,15.0,29.0,987.8,9.0,0.0
2018-04-24 07:00:00,7,1,24,4,2018,0,0.0,15.0,29.0,987.8,7.0,0.0
2018-04-24 08:00:00,8,1,24,4,2018,0,0.0,14.0,29.0,988.13,7.0,0.0
2018-04-24 09:00:00,9,1,24,4,2018,0,0.0,14.0,33.0,987.47,0.0,0.0
2018-04-24 10:00:00,10,1,24,4,2018,0,0.0,13.0,33.0,987.14,6.0,0.0
2018-04-24 11:00:00,11,1,24,4,2018,0,0.0,13.0,33.0,986.81,0.0,0.0
2018-04-24 12:00:00,12,1,24,4,2018,0,0.0,13.0,33.0,986.48,0.0,0.0
2018-04-24 13:00:00,13,1,24,4,2018,0,0.0,13.0,34.0,987.47,6.0,0.0
2018-04-24 14:00:00,14,1,24,4,2018,0,0.0,12.0,34.0,988.13,9.0,0.0
2018-04-24 15:00:00,15,1,24,4,2018,0,0.0,13.0,30.0,988.13,9.0,0.0
2018-04-24 16:00:00,16,1,24,4,2018,0,0.0,14.0,21.0,987.8,6.0,0.0
2018-04-24 17:00:00,17,1,24,4,2018,0,0.0,17.0,30.0,988.13,6.0,0.0
2018-04-24 18:00:00,18,1,24,4,2018,0,0.0,21.0,34.0,988.45,7.0,0.0
2018-04-24 19:00:00,19,1,24,4,2018,0,0.0,23.0,30.0,988.13,20.0,0.0
2018-04-24 20:00:00,20,1,24,4,2018,0,0.0,24.0,34.0,987.8,20.0,0.0
2018-04-24 21:00:00,21,1,24,4,2018,0,0.0,24.0,34.0,987.47,11.0,0.0
2018-04-24 22:00:00,22,1,24,4,2018,0,0.0,24.0,34.0,987.14,17.0,0.0
2018-04-24 23:00:00,23,1,24,4,2018,0,0.0,24.0,34.0,986.81,20.0,0.0
2018-04-25 00:00:00,0,2,25,4,2018,0,0.0,24.0,34.0,986.81,15.0,0.0
2018-04-25 01:00:00,1,2,25,4,2018,0,0.0,24.0,30.0,986.48,17.0,0.0
2018-04-25 02:00:00,2,2,25,4,2018,0,0.0,21.0,30.0,986.81,13.0,0.0
2018-04-25 03:00:00,3,2,25,4,2018,0,0.0,19.0,29.0,987.14,11.0,0.0
2018-04-25 04:00:00,4,2,25,4,2018,0,0.0,18.0,29.0,987.47,7.0,0.0
2018-04-25 05:00:00,5,2,25,4,2018,0,0.0,18.0,29.0,987.8,15.0,0.0
2018-04-25 06:00:00,6,2,25,4,2018,0,0.0,17.0,33.0,988.45,9.0,0.0
2018-04-25 07:00:00,7,2,25,4,2018,0,0.0,16.0,33.0,988.78,13.0,0.0
2018-04-25 08:00:00,8,2,25,4,2018,0,0.0,15.0,33.0,988.78,13.0,0.0
2018-04-25 09:00:00,9,2,25,4,2018,0,0.0,14.0,29.0,988.78,7.0,0.0
2018-04-25 10:00:00,10,2,25,4,2018,0,0.0,13.0,29.0,989.11,9.0,0.0
2018-04-25 11:00:00,11,2,25,4,2018,0,0.0,12.0,26.0,989.11,11.0,0.0
2018-04-25 12:00:00,12,2,25,4,2018,0,0.0,12.0,27.0,989.11,6.0,0.0
2018-04-25 13:00:00,13,2,25,4,2018,0,0.0,12.0,28.0,989.11,9.0,0.0
2018-04-25 14:00:00,14,2,25,4,2018,0,0.0,12.0,20.0,989.44,7.0,0.0
2018-04-25 15:00:00,15,2,25,4,2018,0,0.0,12.0,26.0,990.1,6.0,0.0
2018-04-25 16:00:00,16,2,25,4,2018,0,0.0,14.0,21.0,990.1,6.0,0.0
2018-04-25 17:00:00,17,2,25,4,2018,0,0.0,17.0,21.0,990.1,6.0,0.0
2018-04-25 18:00:00,18,2,25,4,2018,0,0.0,20.0,34.0,990.1,7.0,0.0
2018-04-25 19:00:00,19,2,25,4,2018,0,0.0,22.0,34.0,990.1,13.0,0.0
2018-04-25 20:00:00,20,2,25,4,2018,0,0.0,22.0,34.0,989.44,19.0,0.0
2018-04-25 21:00:00,21,2,25,4,2018,0,0.0,23.0,34.0,988.78,15.0,0.0
2018-04-25 22:00:00,22,2,25,4,2018,0,0.0,24.0,34.0,988.45,15.0,0.0
2018-04-25 23:00:00,23,2,25,4,2018,0,0.0,24.0,34.0,987.8,13.0,0.0
2018-04-26 00:00:00,0,3,26,4,2018,0,0.0,24.0,34.0,987.47,17.0,0.0
2018-04-26 01:00:00,1,3,26,4,2018,0,0.0,23.0,34.0,987.47,13.0,0.0
2018-04-26 02:00:00,2,3,26,4,2018,0,0.0,21.0,34.0,987.47,13.0,0.0
2018-04-26 03:00:00,3,3,26,4,2018,0,0.0,19.0,33.0,987.8,15.0,0.0
2018-04-26 04:00:00,4,3,26,4,2018,0,0.0,17.0,33.0,988.13,15.0,0.0
2018-04-26 05:00:00,5,3,26,4,2018,0,0.0,16.0,33.0,988.45,9.0,0.0
2018-04-26 06:00:00,6,3,26,4,2018,0,0.0,15.0,33.0,988.78,13.0,0.0
2018-04-26 07:00:00,7,3,26,4,2018,0,0.0,14.0,33.0,988.78,9.0,0.0
2018-04-26 08:00:00,8,3,26,4,2018,0,0.0,13.0,29.0,988.78,13.0,0.0
2018-04-26 09:00:00,9,3,26,4,2018,0,0.0,13.0,33.0,988.13,11.0,0.0
2018-04-26 10:00:00,10,3,26,4,2018,0,0.0,12.0,33.0,987.47,0.0,0.0
2018-04-26 11:00:00,11,3,26,4,2018,0,0.0,12.0,33.0,987.14,9.0,0.0
2018-04-26 12:00:00,12,3,26,4,2018,0,0.0,12.0,26.0,987.47,6.0,0.0
2018-04-26 13:00:00,13,3,26,4,2018,0,0.0,12.0,26.0,987.8,0.0,0.0
2018-04-26 14:00:00,14,3,26,4,2018,0,0.0,12.0,26.0,988.13,0.0,0.0
2018-04-26 15:00:00,15,3,26,4,2018,0,0.0,12.0,26.0,988.45,7.0,0.0
2018-04-26 16:00:00,16,3,26,4,2018,0,0.0,13.0,26.0,988.78,7.0,0.0
2018-04-26 17:00:00,17,3,26,4,2018,0,0.0,16.0,34.0,988.78,9.0,0.0
2018-04-26 18:00:00,18,3,26,4,2018,0,0.0,18.0,34.0,988.78,9.0,0.0
2018-04-26 19:00:00,19,3,26,4,2018,0,0.0,21.0,34.0,988.45,13.0,0.0
2018-04-26 20:00:00,20,3,26,4,2018,0,0.0,22.0,34.0,987.8,14.0,0.0
2018-04-26 21:00:00,21,3,26,4,2018,0,0.0,22.0,34.0,987.47,15.0,0.0
2018-04-26 22:00:00,22,3,26,4,2018,0,0.0,22.0,34.0,987.14,17.0,0.0
2018-04-26 23:00:00,23,3,26,4,2018,0,0.0,23.0,34.0,986.15,17.0,0.0
2018-04-27 00:00:00,0,4,27,4,2018,0,0.0,22.0,34.0,985.82,15.0,0.0
2018-04-27 01:00:00,1,4,27,4,2018,0,0.0,21.0,34.0,985.49,17.0,0.0
2018-04-27 02:00:00,2,4,27,4,2018,0,0.0,18.0,34.0,986.15,15.0,0.0
2018-04-27 03:00:00,3,4,27,4,2018,0,0.0,16.0,33.0,986.48,11.0,0.0
2018-04-27 04:00:00,4,4,27,4,2018,0,0.0,14.0,33.0,987.14,13.0,0.0
2018-04-27 05:00:00,5,4,27,4,2018,0,0.0,14.0,33.0,987.8,13.0,0.0
2018-04-27 06:00:00,6,4,27,4,2018,0,0.0,13.0,33.0,988.13,9.0,0.0
2018-04-27 07:00:00,7,4,27,4,2018,0,0.0,13.0,33.0,987.8,11.0,0.0
2018-04-27 08:00:00,8,4,27,4,2018,0,0.0,13.0,33.0,987.8,13.0,0.0
2018-04-27 09:00:00,9,4,27,4,2018,0,0.0,12.0,27.0,987.8,11.0,0.0
2018-04-27 10:00:00,10,4,27,4,2018,0,0.0,12.0,26.0,988.13,7.0,0.0
2018-04-27 11:00:00,11,4,27,4,2018,0,0.0,12.0,26.0,987.8,9.0,0.0
2018-04-27 12:00:00,12,4,27,4,2018,0,0.0,12.0,26.0,987.8,6.0,0.0
2018-04-27 13:00:00,13,4,27,4,2018,0,0.0,12.0,26.0,987.8,0.0,0.0
2018-04-27 14:00:00,14,4,27,4,2018,0,0.0,12.0,26.0,988.13,6.0,0.0
2018-04-27 15:00:00,15,4,27,4,2018,0,0.0,12.0,26.0,988.45,0.0,0.0
2018-04-27 16:00:00,16,4,27,4,2018,0,0.0,13.0,26.0,988.45,6.0,0.0
2018-04-27 17:00:00,17,4,27,4,2018,0,0.0,14.0,26.0,988.78,7.0,0.0
2018-04-27 18:00:00,18,4,27,4,2018,0,0.0,16.0,34.0,988.45,6.0,0.0
2018-04-27 19:00:00,19,4,27,4,2018,0,0.0,19.0,34.0,988.13,0.0,0.0
2018-04-27 20:00:00,20,4,27,4,2018,0,0.0,20.0,34.0,987.47,13.0,0.0
2018-04-27 21:00:00,21,4,27,4,2018,0,0.0,22.0,34.0,987.14,13.0,0.0
2018-04-27 22:00:00,22,4,27,4,2018,0,0.0,21.0,34.0,986.81,9.0,0.0
2018-04-27 23:00:00,23,4,27,4,2018,0,0.0,21.0,34.0,985.82,19.0,0.0
2018-04-28 00:00:00,0,5,28,4,2018,0,0.0,20.0,34.0,985.49,19.0,0.0
2018-04-28 01:00:00,1,5,28,4,2018,0,0.0,19.0,34.0,985.49,19.0,0.0
2018-04-28 02:00:00,2,5,28,4,2018,0,0.0,18.0,34.0,985.49,15.0,0.0
2018-04-28 03:00:00,3,5,28,4,2018,0,0.0,17.0,33.0,985.82,11.0,0.0
2018-04-28 04:00:00,4,5,28,4,2018,0,0.0,16.0,33.0,986.15,9.0,0.0
2018-04-28 05:00:00,5,5,28,4,2018,0,0.0,16.0,33.0,986.15,13.0,0.0
2018-04-28 06:00:00,6,5,28,4,2018,0,0.0,15.0,33.0,986.15,11.0,0.0
2018-04-28 07:00:00,7,5,28,4,2018,0,0.0,14.0,33.0,986.48,11.0,0.0
2018-04-28 08:00:00,8,5,28,4,2018,0,0.0,14.0,33.0,986.15,11.0,0.0
2018-04-28 09:00:00,9,5,28,4,2018,0,0.0,14.0,33.0,986.15,0.0,0.0
2018-04-28 10:00:00,10,5,28,4,2018,0,0.0,13.0,33.0,985.49,7.0,0.0
2018-04-28 11:00:00,11,5,28,4,2018,0,0.0,13.0,33.0,985.16,6.0,0.0
2018-04-28 12:00:00,12,5,28,4,2018,0,0.0,12.0,33.0,985.16,0.0,0.0
2018-04-28 13:00:00,13,5,28,4,2018,0,0.0,11.0,34.0,984.83,0.0,0.0
2018-04-28 14:00:00,14,5,28,4,2018,0,0.0,12.0,34.0,985.49,0.0,0.0
2018-04-28 15:00:00,15,5,28,4,2018,0,0.0,13.0,34.0,985.82,7.0,0.0
2018-04-28 16:00:00,16,5,28,4,2018,0,0.0,15.0,34.0,985.82,11.0,0.0
2018-04-28 17:00:00,17,5,28,4,2018,0,0.0,17.0,34.0,986.15,0.0,0.0
2018-04-28 18:00:00,18,5,28,4,2018,0,0.0,19.0,34.0,986.15,9.0,0.0
2018-04-28 19:00:00,19,5,28,4,2018,0,0.0,20.0,34.0,986.15,13.0,0.0
2018-04-28 20:00:00,20,5,28,4,2018,0,0.0,21.0,34.0,985.82,17.0,0.0
2018-04-28 21:00:00,21,5,28,4,2018,0,0.0,21.0,34.0,985.49,19.0,0.0
2018-04-28 22:00:00,22,5,28,4,2018,0,0.0,21.0,34.0,985.16,20.0,0.0
2018-04-28 23:00:00,23,5,28,4,2018,0,0.0,21.0,34.0,984.17,19.0,0.0
2018-04-29 00:00:00,0,6,29,4,2018,0,0.0,20.0,34.0,983.84,15.0,0.0
2018-04-29 01:00:00,1,6,29,4,2018,0,0.0,19.0,34.0,984.17,17.0,0.0
2018-04-29 02:00:00,2,6,29,4,2018,0,0.0,18.0,34.0,983.84,19.0,0.0
2018-04-29 03:00:00,3,6,29,4,2018,0,0.0,16.0,33.0,984.17,19.0,0.0
2018-04-29 04:00:00,4,6,29,4,2018,0,0.0,16.0,33.0,984.83,17.0,0.0
2018-04-29 05:00:00,5,6,29,4,2018,0,0.0,15.0,33.0,985.49,13.0,0.0
2018-04-29 06:00:00,6,6,29,4,2018,0,0.0,14.0,33.0,985.82,11.0,0.0
2018-04-29 07:00:00,7,6,29,4,2018,0,0.0,14.0,33.0,985.82,11.0,0.0
2018-04-29 08:00:00,8,6,29,4,2018,0,0.0,14.0,33.0,985.82,6.0,0.0
2018-04-29 09:00:00,9,6,29,4,2018,0,0.0,13.0,33.0,985.49,11.0,0.0
2018-04-29 10:00:00,10,6,29,4,2018,0,0.0,13.0,33.0,985.49,7.0,0.0
2018-04-29 11:00:00,11,6,29,4,2018,0,0.0,13.0,33.0,985.82,0.0,0.0
2018-04-29 12:00:00,12,6,29,4,2018,0,0.0,12.0,33.0,985.82,0.0,0.0
2018-04-29 13:00:00,13,6,29,4,2018,0,0.0,11.0,34.0,986.48,6.0,0.0
2018-04-29 14:00:00,14,6,29,4,2018,0,0.0,13.0,34.0,987.14,6.0,0.0
2018-04-29 15:00:00,15,6,29,4,2018,0,0.0,13.0,30.0,987.47,7.0,0.0
2018-04-29 16:00:00,16,6,29,4,2018,0,0.0,14.0,34.0,987.47,11.0,0.0
2018-04-29 17:00:00,17,6,29,4,2018,0,0.0,16.0,34.0,987.47,7.0,0.0
2018-04-29 18:00:00,18,6,29,4,2018,0,0.0,18.0,30.0,987.14,11.0,0.0
2018-04-29 19:00:00,19,6,29,4,2018,0,0.0,18.0,30.0,986.81,13.0,0.0
2018-04-29 20:00:00,20,6,29,4,2018,0,0.0,19.0,28.0,986.48,24.0,0.0
2018-04-29 21:00:00,21,6,29,4,2018,0,0.0,19.0,30.0,986.48,9.0,0.0
2018-04-29 22:00:00,22,6,29,4,2018,0,0.0,20.0,30.0,985.49,20.0,0.0
2018-04-29 23:00:00,23,6,29,4,2018,0,0.0,19.0,30.0,985.16,19.0,0.0
2018-04-30 00:00:00,0,0,30,4,2018,0,0.0,19.0,30.0,985.16,17.0,0.0
2018-04-30 01:00:00,1,0,30,4,2018,0,0.0,19.0,30.0,984.83,13.0,0.0
2018-04-30 02:00:00,2,0,30,4,2018,0,0.0,18.0,34.0,984.17,17.0,0.0
2018-04-30 03:00:00,3,0,30,4,2018,0,0.0,17.0,33.0,985.16,13.0,0.0
2018-04-30 04:00:00,4,0,30,4,2018,0,0.0,16.0,33.0,985.16,11.0,0.0
2018-04-30 05:00:00,5,0,30,4,2018,0,0.0,15.0,33.0,985.82,15.0,0.0
2018-04-30 06:00:00,6,0,30,4,2018,0,0.0,14.0,33.0,985.82,11.0,0.0
2018-04-30 07:00:00,7,0,30,4,2018,0,0.0,13.0,33.0,986.15,17.0,0.0
2018-04-30 08:00:00,8,0,30,4,2018,0,0.0,13.0,33.0,986.15,13.0,0.0
2018-04-30 09:00:00,9,0,30,4,2018,0,0.0,13.0,33.0,985.82,13.0,0.0
2018-04-30 10:00:00,10,0,30,4,2018,0,0.0,13.0,27.0,986.48,7.0,0.0
2018-04-30 11:00:00,11,0,30,4,2018,0,0.0,13.0,26.0,986.81,6.0,0.0
2018-04-30 12:00:00,12,0,30,4,2018,0,0.0,13.0,27.0,986.81,7.0,0.0
2018-04-30 13:00:00,13,0,30,4,2018,0,0.0,13.0,28.0,986.48,7.0,0.0
2018-04-30 14:00:00,14,0,30,4,2018,0,0.0,13.0,28.0,986.81,11.0,0.0
2018-04-30 15:00:00,15,0,30,4,2018,0,0.0,13.0,26.0,987.47,9.0,0.0
2018-04-30 16:00:00,16,0,30,4,2018,0,0.0,14.0,26.0,987.47,9.0,0.0
2018-04-30 17:00:00,17,0,30,4,2018,0,0.0,16.0,28.0,987.8,11.0,0.0
2018-04-30 18:00:00,18,0,30,4,2018,0,0.0,17.0,26.0,987.47,13.0,0.0
2018-04-30 19:00:00,19,0,30,4,2018,0,0.0,18.0,28.0,986.81,9.0,0.0
2018-04-30 20:00:00,20,0,30,4,2018,0,0.0,17.0,26.0,986.48,11.0,0.0
2018-04-30 21:00:00,21,0,30,4,2018,0,0.0,18.0,26.0,986.15,13.0,0.0
2018-04-30 22:00:00,22,0,30,4,2018,0,0.0,18.0,26.0,985.82,9.0,0.0
2018-04-30 23:00:00,23,0,30,4,2018,0,0.0,17.0,26.0,985.49,19.0,0.0
2018-05-01 00:00:00,0,1,1,5,2018,0,0.0,16.0,26.0,985.16,15.0,0.0
2018-05-01 01:00:00,1,1,1,5,2018,0,0.0,16.0,26.0,984.17,15.0,0.0
2018-05-01 02:00:00,2,1,1,5,2018,0,0.0,16.0,26.0,983.84,11.0,0.0
2018-05-01 03:00:00,3,1,1,5,2018,0,0.0,15.0,26.0,983.84,11.0,0.0
2018-05-01 04:00:00,4,1,1,5,2018,0,0.0,15.0,26.0,983.52,11.0,0.0
2018-05-01 05:00:00,5,1,1,5,2018,0,0.0,14.0,26.0,983.84,15.0,0.0
2018-05-01 06:00:00,6,1,1,5,2018,0,0.0,13.0,29.0,983.84,13.0,0.0
2018-05-01 07:00:00,7,1,1,5,2018,0,0.0,12.0,26.0,984.17,11.0,0.0
2018-05-01 08:00:00,8,1,1,5,2018,0,0.0,12.0,29.0,984.17,9.0,0.0
2018-05-01 09:00:00,9,1,1,5,2018,0,0.0,12.0,27.0,983.52,7.0,0.0
2018-05-01 10:00:00,10,1,1,5,2018,0,0.0,12.0,26.0,983.19,7.0,0.0
2018-05-01 11:00:00,11,1,1,5,2018,0,0.0,12.0,26.0,982.86,7.0,0.0
2018-05-01 12:00:00,12,1,1,5,2018,0,0.0,12.0,27.0,982.53,0.0,0.0
2018-05-01 13:00:00,13,1,1,5,2018,0,0.0,12.0,28.0,982.86,6.0,0.0
2018-05-01 14:00:00,14,1,1,5,2018,0,0.0,12.0,26.0,982.86,9.0,0.0
2018-05-01 15:00:00,15,1,1,5,2018,0,0.0,12.0,26.0,983.19,13.0,0.0
2018-05-01 16:00:00,16,1,1,5,2018,0,0.0,11.0,11.0,983.52,19.0,0.25
2018-05-01 17:00:00,17,1,1,5,2018,0,0.0,12.0,26.0,983.84,19.0,0.0
2018-05-01 18:00:00,18,1,1,5,2018,0,0.0,13.0,26.0,984.5,22.0,0.0
2018-05-01 19:00:00,19,1,1,5,2018,0,0.0,12.0,26.0,985.16,26.0,0.0
2018-05-01 20:00:00,20,1,1,5,2018,0,0.0,12.0,26.0,984.83,19.0,0.0
2018-05-01 21:00:00,21,1,1,5,2018,0,0.0,13.0,26.0,984.5,20.0,0.0
2018-05-01 22:00:00,22,1,1,5,2018,0,0.0,14.0,26.0,984.17,19.0,0.0
2018-05-01 23:00:00,23,1,1,5,2018,0,0.0,14.0,26.0,983.84,11.0,0.0
2018-05-02 00:00:00,0,2,2,5,2018,0,0.0,14.0,26.0,983.52,15.0,0.0
2018-05-02 01:00:00,1,2,2,5,2018,0,0.0,14.0,26.0,983.84,13.0,0.0
2018-05-02 02:00:00,2,2,2,5,2018,0,0.0,14.0,26.0,983.84,13.0,0.0
2018-05-02 03:00:00,3,2,2,5,2018,0,0.0,14.0,27.0,984.17,13.0,0.0
2018-05-02 04:00:00,4,2,2,5,2018,0,0.0,14.0,26.0,984.83,11.0,0.0
2018-05-02 05:00:00,5,2,2,5,2018,0,0.0,13.0,11.0,985.16,15.0,0.0
2018-05-02 06:00:00,6,2,2,5,2018,0,0.0,13.0,26.0,985.49,15.0,0.0
2018-05-02 07:00:00,7,2,2,5,2018,0,0.0,13.0,26.0,985.49,13.0,0.0
2018-05-02 08:00:00,8,2,2,5,2018,0,0.0,12.0,26.0,985.16,13.0,0.0
2018-05-02 09:00:00,9,2,2,5,2018,0,0.0,12.0,26.0,985.16,13.0,0.0
2018-05-02 10:00:00,10,2,2,5,2018,0,0.0,12.0,26.0,984.83,6.0,0.0
2018-05-02 11:00:00,11,2,2,5,2018,0,0.0,12.0,26.0,984.83,0.0,0.0
2018-05-02 12:00:00,12,2,2,5,2018,0,0.0,12.0,26.0,984.5,6.0,0.0
2018-05-02 13:00:00,13,2,2,5,2018,0,0.0,11.0,26.0,985.16,9.0,0.0
2018-05-02 14:00:00,14,2,2,5,2018,0,0.0,12.0,26.0,986.15,0.0,0.0
2018-05-02 15:00:00,15,2,2,5,2018,0,0.0,12.0,26.0,986.15,7.0,0.0
2018-05-02 16:00:00,16,2,2,5,2018,0,0.0,13.0,28.0,987.14,7.0,0.0
2018-05-02 17:00:00,17,2,2,5,2018,0,0.0,14.0,26.0,987.47,7.0,0.0
2018-05-02 18:00:00,18,2,2,5,2018,0,0.0,14.0,26.0,987.8,17.0,0.0
2018-05-02 19:00:00,19,2,2,5,2018,0,0.0,16.0,26.0,988.13,0.0,0.0
2018-05-02 20:00:00,20,2,2,5,2018,0,0.0,17.0,28.0,987.8,19.0,0.0
2018-05-02 21:00:00,21,2,2,5,2018,0,0.0,17.0,26.0,988.13,17.0,0.0
2018-05-02 22:00:00,22,2,2,5,2018,0,0.0,16.0,26.0,988.45,19.0,0.0
2018-05-02 23:00:00,23,2,2,5,2018,0,0.0,15.0,26.0,988.78,11.0,0.0
2018-05-03 00:00:00,0,3,3,5,2018,0,0.0,15.0,26.0,989.11,7.0,0.0
2018-05-03 01:00:00,1,3,3,5,2018,0,0.0,15.0,26.0,989.44,11.0,0.0
2018-05-03 02:00:00,2,3,3,5,2018,0,0.0,14.0,26.0,990.1,11.0,0.0
2018-05-03 03:00:00,3,3,3,5,2018,0,0.0,14.0,26.0,991.09,11.0,0.0
2018-05-03 04:00:00,4,3,3,5,2018,0,0.0,14.0,26.0,991.42,7.0,0.0
2018-05-03 05:00:00,5,3,3,5,2018,0,0.0,14.0,26.0,992.08,7.0,0.0
2018-05-03 06:00:00,6,3,3,5,2018,0,0.0,14.0,26.0,992.41,7.0,0.0
2018-05-03 07:00:00,7,3,3,5,2018,0,0.0,14.0,26.0,992.41,6.0,0.0
2018-05-03 08:00:00,8,3,3,5,2018,0,0.0,13.0,26.0,992.73,7.0,0.0
2018-05-03 09:00:00,9,3,3,5,2018,0,0.0,13.0,26.0,992.41,0.0,0.0
2018-05-03 10:00:00,10,3,3,5,2018,0,0.0,13.0,26.0,992.41,6.0,0.0
2018-05-03 11:00:00,11,3,3,5,2018,0,0.0,13.0,26.0,992.41,6.0,0.0
2018-05-03 12:00:00,12,3,3,5,2018,0,0.0,12.0,27.0,992.08,0.0,0.0
2018-05-03 13:00:00,13,3,3,5,2018,0,0.0,11.0,34.0,991.75,6.0,0.0
2018-05-03 14:00:00,14,3,3,5,2018,0,0.0,12.0,34.0,992.08,7.0,0.0
2018-05-03 15:00:00,15,3,3,5,2018,0,0.0,13.0,34.0,992.73,9.0,0.0
2018-05-03 16:00:00,16,3,3,5,2018,0,0.0,15.0,34.0,993.39,0.0,0.0
2018-05-03 17:00:00,17,3,3,5,2018,0,0.0,17.0,34.0,993.06,0.0,0.0
2018-05-03 18:00:00,18,3,3,5,2018,0,0.0,18.0,34.0,993.06,7.0,0.0
2018-05-03 19:00:00,19,3,3,5,2018,0,0.0,20.0,34.0,993.06,7.0,0.0
2018-05-03 20:00:00,20,3,3,5,2018,0,0.0,22.0,34.0,992.73,7.0,0.0
2018-05-03 21:00:00,21,3,3,5,2018,0,0.0,23.0,34.0,992.08,17.0,0.0
2018-05-03 22:00:00,22,3,3,5,2018,0,0.0,23.0,34.0,991.75,15.0,0.0
2018-05-03 23:00:00,23,3,3,5,2018,0,0.0,22.0,34.0,991.42,20.0,0.0
2018-05-04 00:00:00,0,4,4,5,2018,0,0.0,22.0,34.0,991.09,13.0,0.0
2018-05-04 01:00:00,1,4,4,5,2018,0,0.0,22.0,34.0,990.76,11.0,0.0
2018-05-04 02:00:00,2,4,4,5,2018,0,0.0,21.0,34.0,990.76,9.0,0.0
2018-05-04 03:00:00,3,4,4,5,2018,0,0.0,21.0,33.0,991.42,6.0,0.0
2018-05-04 04:00:00,4,4,4,5,2018,0,0.0,19.0,33.0,991.75,6.0,0.0
2018-05-04 05:00:00,5,4,4,5,2018,0,0.0,18.0,33.0,992.08,0.0,0.0
2018-05-04 06:00:00,6,4,4,5,2018,0,0.0,17.0,33.0,992.08,6.0,0.0
2018-05-04 07:00:00,7,4,4,5,2018,0,0.0,16.0,33.0,992.08,0.0,0.0
2018-05-04 08:00:00,8,4,4,5,2018,0,0.0,16.0,33.0,992.08,7.0,0.0
2018-05-04 09:00:00,9,4,4,5,2018,0,0.0,16.0,33.0,992.08,0.0,0.0
2018-05-04 10:00:00,10,4,4,5,2018,0,0.0,15.0,33.0,992.41,0.0,0.0
2018-05-04 11:00:00,11,4,4,5,2018,0,0.0,14.0,33.0,992.41,0.0,0.0
2018-05-04 12:00:00,12,4,4,5,2018,0,0.0,14.0,33.0,992.41,6.0,0.0
2018-05-04 13:00:00,13,4,4,5,2018,0,0.0,13.0,34.0,992.08,0.0,0.0
2018-05-04 14:00:00,14,4,4,5,2018,0,0.0,14.0,34.0,992.41,7.0,0.0
2018-05-04 15:00:00,15,4,4,5,2018,0,0.0,17.0,34.0,992.73,6.0,0.0
2018-05-04 16:00:00,16,4,4,5,2018,0,0.0,20.0,34.0,993.39,6.0,0.0
2018-05-04 17:00:00,17,4,4,5,2018,0,0.0,24.0,34.0,993.39,0.0,0.0
2018-05-04 18:00:00,18,4,4,5,2018,0,0.0,27.0,34.0,992.73,7.0,0.0
2018-05-04 19:00:00,19,4,4,5,2018,0,0.0,29.0,34.0,992.08,6.0,0.0
2018-05-04 20:00:00,20,4,4,5,2018,0,0.0,31.0,34.0,991.42,9.0,0.0
2018-05-04 21:00:00,21,4,4,5,2018,0,0.0,32.0,34.0,990.76,15.0,0.0
2018-05-04 22:00:00,22,4,4,5,2018,0,0.0,32.0,30.0,990.1,17.0,0.0
2018-05-04 23:00:00,23,4,4,5,2018,0,0.0,32.0,30.0,989.44,17.0,0.0
2018-05-05 00:00:00,0,5,5,5,2018,0,0.0,32.0,34.0,988.78,17.0,0.0
2018-05-05 01:00:00,1,5,5,5,2018,0,0.0,31.0,30.0,988.45,11.0,0.0
2018-05-05 02:00:00,2,5,5,5,2018,0,0.0,29.0,34.0,988.45,17.0,0.0
2018-05-05 03:00:00,3,5,5,5,2018,0,0.0,27.0,29.0,988.78,11.0,0.0
2018-05-05 04:00:00,4,5,5,5,2018,0,0.0,26.0,29.0,989.11,9.0,0.0
2018-05-05 05:00:00,5,5,5,5,2018,0,0.0,24.0,29.0,989.11,9.0,0.0
2018-05-05 06:00:00,6,5,5,5,2018,0,0.0,23.0,29.0,989.11,7.0,0.0
2018-05-05 07:00:00,7,5,5,5,2018,0,0.0,22.0,33.0,988.78,11.0,0.0
2018-05-05 08:00:00,8,5,5,5,2018,0,0.0,21.0,29.0,988.78,0.0,0.0
2018-05-05 09:00:00,9,5,5,5,2018,0,0.0,20.0,33.0,988.45,0.0,0.0
2018-05-05 10:00:00,10,5,5,5,2018,0,0.0,18.0,33.0,988.13,6.0,0.0
2018-05-05 11:00:00,11,5,5,5,2018,0,0.0,18.0,33.0,987.8,0.0,0.0
2018-05-05 12:00:00,12,5,5,5,2018,0,0.0,17.0,33.0,987.47,6.0,0.0
2018-05-05 13:00:00,13,5,5,5,2018,0,0.0,17.0,34.0,987.47,0.0,0.0
